past_profitability_21d,past_profitability_63d,past_profitability_126d,volatility_21d,volatility_63d,volatility_126d,avg_price_21d,avg_price_63d,avg_price_126d,sharpe_21d,sharpe_63d,sharpe_126d,m_21d,m_63d,m_126d,roc_21d,roc_63d,roc_126d,MACD,rsi_14,dco_22,min_21d,min_63d,min_126d,max_21d,max_63d,max_126d,exp_mean_21d,exp_mean_63d,exp_mean_126d,target,factual_id
0.5,0.3,0.3,0.8,0.6,0.5,0.175,0.152,0.15,0.6,0.5,0.6,0.1,0.0,0.0,0.5,0.3,0.3,0.0,50.9,0.0157363638,0.127,0.12,0.125,0.2,0.2,0.2,0.18,0.16,0.16,0.9266329784823386,17644
0.5,0.3,0.3,0.8,0.6,0.5,0.173,0.151,0.15,0.6,0.5,0.6,0.1,0.0,0.0,0.5,0.3,0.3,0.0,50.9,0.0123272724,0.125,0.12,0.125,0.2,0.2,0.2,0.18,0.16,0.16,0.9341504208836534,17644
-0.0,-0.0,-0.0,0.0,0.0,0.0,137.121,137.349,137.52,-0.9,-0.3,-0.4,-0.1,-0.5,-0.5,-0.0,-0.0,-0.0,-0.0,13.4,0.0044363635,137.096,137.1,137.096,137.144,137.62,137.76,137.14,137.3,137.44,-0.0009474831540498737,36666
-0.0,-0.0,-0.0,0.0,0.0,0.0,137.119,137.34,137.51,-0.9,-0.3,-0.4,-0.1,-0.5,-0.5,-0.0,-0.0,-0.0,-0.0,12.5,0.0022909092,137.094,137.09,137.094,137.14,137.62,137.76,137.14,137.3,137.43,-0.0009327125115415235,36666
-0.0,0.0,0.1,0.0,0.1,0.1,6.598,6.566,6.45,-0.0,0.3,0.9,-0.0,0.2,0.4,-0.0,0.0,0.1,0.0,51.0,-0.0260000005,6.56,6.34,6.18,6.62,6.68,6.68,6.6,6.55,6.48,0.08228208232445408,26344
-0.0,0.0,0.1,0.0,0.1,0.1,6.597,6.569,6.46,-0.0,0.3,0.9,-0.0,0.2,0.4,-0.0,0.0,0.1,0.0,51.0,-0.0176363643,6.56,6.34,6.2,6.62,6.68,6.68,6.6,6.55,6.48,0.08661797310306502,26344
-0.0,-0.0,-0.1,0.2,0.2,0.2,4.212,4.252,4.43,-0.0,-0.1,-0.5,-0.0,-0.1,-0.5,-0.0,-0.0,-0.1,-0.0,53.5,0.031295456,4.08,3.98,3.981,4.31,4.553,4.83,4.2,4.27,4.44,-0.025445228111766426,2778
0.0,-0.0,-0.1,0.2,0.2,0.2,4.211,4.254,4.43,0.1,-0.1,-0.5,0.1,-0.1,-0.5,0.0,-0.0,-0.1,-0.0,53.2,0.054922726,4.08,3.98,3.981,4.31,4.553,4.83,4.19,4.28,4.45,-0.03811980524526804,2778
0.0,0.1,0.0,0.1,0.2,0.2,62.632,59.811,60.54,0.3,0.5,0.0,1.7,4.8,0.2,0.0,0.1,0.0,0.6,66.1,0.111758098,61.697,53.79,53.795,63.539,63.539,64.21,62.45,61.11,60.83,0.04348800580202844,50143
0.0,0.1,0.0,0.1,0.2,0.2,62.714,59.901,60.55,0.3,0.6,0.0,1.7,5.7,0.4,0.0,0.1,0.0,0.6,67.4,0.0292599294,61.77,53.79,53.795,63.705,63.705,64.21,62.56,61.19,60.87,0.05021314134548734,50143
0.0,0.0,0.0,0.0,0.0,0.0,13.12,13.12,13.12,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2,0.0006190909,13.119,13.12,13.116,13.121,13.122,13.12,13.12,13.12,13.12,0.0013362355258161028,7277
0.0,0.0,0.0,0.0,0.0,0.0,13.12,13.12,13.12,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.6,0.0008009091,13.119,13.12,13.116,13.121,13.122,13.12,13.12,13.12,13.12,0.0009929398401754834,7277
-0.0,0.1,0.2,0.6,0.5,0.5,0.741,0.7,0.69,-0.1,0.2,0.4,-0.0,0.1,0.1,-0.0,0.1,0.2,-0.0,35.7,0.0250454545,0.71,0.62,0.604,0.78,0.78,0.78,0.73,0.71,0.69,0.38140845070422513,19100
-0.0,0.1,0.2,0.6,0.5,0.5,0.742,0.699,0.69,-0.1,0.2,0.4,-0.0,0.1,0.1,-0.0,0.1,0.2,0.0,35.7,0.0255909096,0.71,0.62,0.6,0.78,0.78,0.78,0.73,0.71,0.69,0.3545070422535209,19100
0.0,0.0,0.1,0.5,0.4,0.4,0.683,0.654,0.66,0.1,0.1,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,49.4,0.0022727272,0.64,0.62,0.613,0.72,0.72,0.73,0.68,0.66,0.65,0.21970974760221612,11756
0.0,0.1,0.1,0.5,0.4,0.4,0.686,0.655,0.66,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.0,49.4,0.0167272724,0.644,0.62,0.615,0.72,0.72,0.73,0.68,0.67,0.65,0.22228144622242269,11756
-0.0,0.1,-0.1,0.4,0.3,0.4,1.339,1.246,1.29,-0.1,0.3,-0.4,-0.0,0.1,-0.2,-0.0,0.1,-0.1,0.0,44.1,0.022545455,1.272,1.14,1.14,1.4,1.4,1.52,1.31,1.29,1.3,-0.01939239564549428,11904
0.0,0.1,-0.1,0.4,0.3,0.3,1.343,1.24,1.3,0.0,0.4,-0.4,0.0,0.1,-0.2,0.0,0.1,-0.1,0.0,43.9,0.0301818177,1.268,1.14,1.14,1.4,1.4,1.53,1.32,1.28,1.3,-0.02484441809575545,11904
0.0,0.0,0.0,0.1,0.1,0.1,82.249,78.994,79.93,0.4,0.3,0.1,2.7,3.8,0.8,0.0,0.0,0.0,0.9,63.6,0.1284909099,80.272,72.52,72.52,83.254,83.254,83.83,82.11,80.43,79.98,0.10671057251144214,39031
0.0,0.1,0.0,0.1,0.1,0.1,82.618,79.212,79.95,0.4,0.4,0.1,2.5,4.8,0.9,0.0,0.1,0.0,0.8,67.1,0.2384545505,81.123,72.52,72.52,83.498,83.498,83.83,82.39,80.68,80.13,0.10838483708551858,39031
-0.0,0.1,-0.3,0.3,0.5,0.5,1.329,1.318,1.43,-0.1,0.2,-0.6,-0.0,0.1,-0.5,-0.0,0.1,-0.3,-0.0,45.0,-0.030540606,1.274,1.15,1.152,1.38,1.48,1.88,1.33,1.35,1.47,0.6554983174191518,23839
0.0,0.0,-0.3,0.3,0.4,0.5,1.339,1.329,1.4,0.1,0.0,-0.6,0.0,0.0,-0.5,0.0,0.0,-0.3,0.0,45.0,0.0197575763,1.276,1.15,1.152,1.39,1.48,1.87,1.34,1.35,1.46,0.9938828798898734,23839
-0.1,-0.1,-0.1,0.3,0.4,0.4,5.21,5.269,5.42,-0.2,-0.2,-0.2,-0.4,-0.3,-0.5,-0.1,-0.1,-0.1,-0.1,42.0,-0.0422727279,5.0,5.0,5.0,5.54,5.7,6.2,5.19,5.27,5.29,-0.033697242117291235,19224
-0.1,-0.1,-0.1,0.3,0.4,0.4,5.228,5.275,5.42,-0.2,-0.2,-0.2,-0.4,-0.4,-0.5,-0.1,-0.1,-0.1,-0.1,42.0,-0.0513636358,5.0,5.0,5.0,5.62,5.7,6.2,5.2,5.28,5.3,-0.012989818155381232,19224
0.0,0.1,0.7,0.0,0.2,0.4,0.256,0.244,0.21,0.0,0.5,1.9,0.0,0.0,0.1,0.0,0.1,0.7,0.0,100.0,0.0,0.256,0.23,0.136,0.256,0.256,0.26,0.25,0.25,0.25,0.12203125000000006,26995
0.0,0.1,0.7,0.0,0.2,0.4,0.256,0.244,0.21,0.0,0.5,1.9,0.0,0.0,0.1,0.0,0.1,0.7,0.0,100.0,0.0,0.256,0.23,0.136,0.256,0.256,0.26,0.25,0.24,0.25,0.09562500000000014,26995
-0.2,-0.4,-0.5,0.7,0.5,0.7,0.142,0.179,0.19,-0.3,-0.9,-0.7,-0.0,-0.1,-0.1,-0.2,-0.4,-0.5,-0.0,21.9,0.0136363637,0.122,0.12,0.122,0.172,0.21,0.23,0.14,0.17,0.18,0.45306369892956566,16356
-0.2,-0.4,-0.5,0.7,0.5,0.7,0.138,0.175,0.19,-0.3,-0.9,-0.7,-0.0,-0.1,-0.1,-0.2,-0.4,-0.5,-0.0,19.6,0.0007090909,0.12,0.12,0.12,0.172,0.21,0.23,0.14,0.16,0.18,0.3830844635086801,16356
0.0,-0.0,0.0,0.0,0.0,0.0,110.809,110.812,110.35,0.4,-0.2,0.5,0.8,-0.6,1.2,0.0,-0.0,0.0,0.1,58.1,-0.0250890907,110.274,110.18,108.862,111.24,111.71,111.74,110.9,110.69,110.54,0.00236652342027864,41318
0.0,-0.0,0.0,0.0,0.0,0.0,110.772,110.821,110.34,0.4,-0.2,0.4,0.8,-0.5,1.2,0.0,-0.0,0.0,0.2,58.1,-0.0987309068,110.27,110.18,108.862,111.24,111.723,111.74,110.88,110.68,110.53,0.002362214096560944,41318
0.0,0.0,0.1,0.1,0.1,0.1,103.639,103.719,102.39,0.1,0.2,1.0,0.8,1.5,7.2,0.0,0.0,0.1,-0.1,69.4,0.0906083584,102.579,102.32,96.692,104.668,106.276,106.28,103.65,103.46,102.61,0.03976376636202118,44957
0.0,0.0,0.1,0.1,0.1,0.1,103.68,103.75,102.45,0.1,0.3,1.1,0.9,2.0,7.5,0.0,0.0,0.1,0.0,70.9,-0.0958831757,102.579,102.37,96.692,104.852,106.276,106.28,103.74,103.49,102.64,0.03970311767341907,44957
-0.0,0.0,0.0,0.1,0.1,0.1,9.495,9.429,9.36,-0.1,0.3,0.3,-0.1,0.2,0.2,-0.0,0.0,0.0,0.0,45.4,0.0052974527,9.419,9.19,9.169,9.573,9.614,9.61,9.49,9.44,9.36,0.03727871872200267,44731
-0.0,0.0,0.0,0.1,0.1,0.1,9.476,9.459,9.38,-0.1,0.3,0.3,-0.1,0.2,0.2,-0.0,0.0,0.0,-0.0,42.7,0.0030557737,9.374,9.29,9.169,9.536,9.614,9.61,9.47,9.44,9.37,0.04270903098899255,44731
0.0,0.0,0.1,0.2,0.2,0.2,99.587,96.253,95.5,0.1,0.3,0.4,1.4,4.5,5.8,0.0,0.0,0.1,0.7,47.9,0.9364545345,97.5,90.31,89.35,101.74,101.74,101.74,99.0,97.18,96.73,0.08676459855406296,29712
0.0,0.1,0.1,0.2,0.2,0.2,99.643,96.334,95.55,0.1,0.3,0.4,1.2,5.1,5.9,0.0,0.1,0.1,0.7,49.6,1.3043636084,97.5,90.31,89.35,101.74,101.74,101.74,99.02,97.25,96.77,0.0831658121607554,29712
0.0,-0.0,0.0,0.2,0.2,0.1,17.957,17.706,18.05,0.1,-0.1,0.1,0.2,-0.3,0.2,0.0,-0.0,0.0,0.1,51.2,0.1146363616,17.694,16.9,16.9,18.38,18.386,18.99,17.93,17.88,17.97,-0.013345613410644885,52178
0.0,-0.0,0.0,0.2,0.2,0.1,17.937,17.717,18.05,0.1,-0.1,0.1,0.2,-0.4,0.1,0.0,-0.0,0.0,0.1,51.1,0.104490906,17.688,16.9,16.9,18.38,18.415,18.99,17.93,17.88,17.97,-0.01859758411465602,52178
-0.0,-0.1,-0.1,0.3,0.2,0.2,46.922,49.189,51.69,-0.0,-0.5,-0.5,-0.5,-6.6,-5.7,-0.0,-0.1,-0.1,-0.4,56.1,-0.9330386519,45.23,45.23,45.23,49.1,54.076,56.37,47.11,48.93,50.24,0.04846932723187462,3585
-0.0,-0.1,-0.1,0.3,0.2,0.2,46.882,49.087,51.64,-0.1,-0.5,-0.5,-0.8,-6.4,-5.7,-0.0,-0.1,-0.1,-0.4,54.8,-1.2048568726,45.23,45.23,45.23,49.1,53.748,56.37,47.12,48.88,50.2,0.0464336715626586,3585
0.1,0.1,-0.0,0.3,0.2,0.3,1.324,1.298,1.35,0.5,0.2,-0.1,0.2,0.1,-0.0,0.1,0.1,-0.0,0.0,78.5,-0.0208181813,1.25,1.23,1.23,1.44,1.44,1.49,1.34,1.32,1.36,0.3119265050731469,20794
0.1,0.1,-0.0,0.3,0.3,0.3,1.316,1.297,1.35,0.5,0.2,-0.1,0.2,0.1,-0.1,0.1,0.1,-0.0,0.0,78.5,-0.0107272724,1.244,1.23,1.23,1.44,1.44,1.49,1.34,1.32,1.35,0.31549650050412475,20794
-0.2,-0.3,-0.2,0.6,0.5,0.6,0.668,0.769,0.85,-0.3,-0.6,-0.3,-0.1,-0.2,-0.1,-0.2,-0.3,-0.2,-0.0,43.4,-0.0056500002,0.595,0.6,0.595,0.762,0.889,1.05,0.67,0.75,0.8,0.09344580836226316,17258
-0.1,-0.2,-0.2,0.6,0.5,0.4,0.763,0.809,0.84,-0.1,-0.4,-0.4,-0.1,-0.2,-0.1,-0.1,-0.2,-0.2,-0.0,43.7,0.0180909093,0.7,0.7,0.7,0.81,0.912,0.95,0.76,0.8,0.83,0.25626836456217295,17258
0.1,0.3,0.1,0.1,0.2,0.3,45.902,41.908,41.14,0.5,1.2,0.5,2.8,10.0,5.5,0.1,0.3,0.1,1.1,63.0,-0.4454743862,44.205,35.94,35.418,47.271,47.271,47.27,45.75,43.23,41.65,-0.02738911413596387,48592
0.1,0.3,0.1,0.1,0.2,0.3,46.027,42.067,41.18,0.5,1.3,0.4,2.6,10.0,5.4,0.1,0.3,0.1,1.1,61.9,-0.3249626458,44.49,36.11,35.418,47.271,47.271,47.27,45.85,43.34,41.73,-0.038335009491069286,48592
-0.0,-0.0,-0.0,0.0,0.0,0.0,394.955,395.669,397.06,-0.1,-0.3,-0.3,-0.9,-3.3,-3.0,-0.0,-0.0,-0.0,-0.2,37.8,0.0261090901,393.89,393.21,393.21,395.852,398.336,401.4,394.98,395.82,396.6,0.044670508828041314,30035
-0.0,-0.0,-0.0,0.0,0.0,0.0,394.798,395.485,396.99,-0.1,-0.4,-0.2,-1.0,-3.8,-2.9,-0.0,-0.0,-0.0,-0.4,37.2,0.3243818283,393.256,393.07,393.066,395.82,398.15,401.4,394.66,395.63,396.46,0.04573446786577735,30035
0.0,0.0,0.0,0.2,0.2,0.2,3.451,3.412,3.45,0.1,0.2,0.0,0.1,0.1,-0.0,0.0,0.0,0.0,0.0,64.9,-0.0143272728,3.4,3.3,3.28,3.538,3.538,3.7,3.45,3.44,3.46,0.324959423249714,21254
0.0,0.0,0.0,0.2,0.2,0.2,3.447,3.41,3.45,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,64.9,-0.0081454543,3.4,3.3,3.28,3.532,3.532,3.7,3.44,3.44,3.46,0.3066903903760924,21254
0.1,0.5,0.6,0.3,1.3,1.1,0.132,0.122,0.11,0.2,0.4,0.6,0.0,0.0,0.1,0.1,0.5,0.6,0.0,84.7,-0.0027636364,0.128,0.09,0.073,0.14,0.141,0.14,0.13,0.12,0.11,0.2815155279503105,12788
0.1,0.5,0.6,0.3,1.3,1.1,0.132,0.121,0.11,0.2,0.4,0.6,0.0,0.0,0.1,0.1,0.5,0.6,0.0,84.7,-0.0016,0.128,0.09,0.073,0.14,0.141,0.14,0.13,0.12,0.11,0.28779497657186437,12788
0.0,0.0,0.0,0.0,0.0,0.0,18.193,18.144,18.01,0.2,0.7,0.7,0.1,0.2,0.3,0.0,0.0,0.0,0.0,73.3,-0.022545455,18.11,18.02,17.75,18.256,18.256,18.26,18.2,18.14,18.1,0.04942996079520869,36100
0.0,0.0,0.0,0.0,0.0,0.0,18.19,18.14,18.0,0.2,0.7,0.7,0.1,0.3,0.3,0.0,0.0,0.0,0.0,72.8,-0.0034545455,18.11,18.0,17.75,18.248,18.248,18.25,18.19,18.13,18.1,0.05355213222923757,36100
0.0,-0.0,-0.0,0.0,0.0,0.0,396.535,398.271,398.16,0.2,-0.3,-0.3,1.3,-3.3,-3.9,0.0,-0.0,-0.0,-0.0,45.4,-0.1361515224,395.189,395.13,393.47,398.15,401.4,401.4,396.93,397.5,397.82,0.04201124689769649,30002
0.0,-0.0,-0.0,0.0,0.0,0.0,396.586,398.21,398.13,0.1,-0.4,-0.4,1.1,-3.8,-4.2,0.0,-0.0,-0.0,-0.1,42.1,0.1976287812,395.259,395.13,393.47,398.15,401.4,401.4,396.87,397.46,397.8,0.04127617497285531,30002
-0.0,0.1,0.2,0.6,0.5,0.5,0.741,0.7,0.69,-0.1,0.2,0.4,-0.0,0.1,0.1,-0.0,0.1,0.2,-0.0,35.7,0.0250454545,0.71,0.62,0.604,0.78,0.78,0.78,0.73,0.71,0.69,0.38140845070422513,19101
-0.0,0.1,0.2,0.6,0.5,0.5,0.742,0.699,0.69,-0.1,0.2,0.4,-0.0,0.1,0.1,-0.0,0.1,0.2,0.0,35.7,0.0255909096,0.71,0.62,0.6,0.78,0.78,0.78,0.73,0.71,0.69,0.3545070422535209,19101
0.0,0.0,-0.0,0.1,0.1,0.1,99.274,99.889,100.28,0.0,0.0,-0.3,0.1,0.2,-2.8,0.0,0.0,-0.0,-0.1,52.1,-0.5759163499,98.382,98.27,98.0,100.035,101.3,102.5,99.42,99.77,100.14,0.03466479585373694,5921
0.0,0.0,-0.0,0.1,0.1,0.1,99.272,99.886,100.3,0.0,0.0,-0.3,0.2,0.0,-2.8,0.0,0.0,-0.0,-0.1,50.4,-0.5616518259,98.382,98.22,98.0,100.071,101.3,102.5,99.42,99.78,100.15,0.035038829682195335,5921
-0.1,-0.2,-0.1,0.2,0.2,0.2,203.365,212.301,222.86,-0.4,-0.8,-0.9,-14.6,-37.4,-32.9,-0.1,-0.2,-0.1,-4.2,31.7,-0.9341454506,194.868,194.87,194.868,212.83,233.131,235.91,202.23,211.25,217.68,0.1698566377825826,34873
-0.1,-0.2,-0.1,0.2,0.2,0.2,204.058,212.894,223.12,-0.4,-0.8,-1.0,-14.3,-37.7,-33.5,-0.1,-0.2,-0.1,-4.2,28.9,0.0922363624,195.504,195.5,195.504,212.83,233.549,235.91,202.86,211.74,218.04,0.17135335474457147,34873
-0.0,0.6,0.5,0.7,1.0,0.8,0.79,0.782,0.63,-0.0,0.6,0.5,-0.0,0.3,0.3,-0.0,0.6,0.5,-0.0,59.6,-0.0215454549,0.732,0.55,0.417,0.898,1.15,1.15,0.8,0.76,0.7,0.335291830447897,19718
-0.0,0.5,0.5,0.6,1.0,0.8,0.789,0.786,0.64,-0.0,0.5,0.5,-0.0,0.3,0.3,-0.0,0.5,0.5,-0.0,60.4,-0.02869091,0.732,0.58,0.417,0.896,1.15,1.15,0.8,0.76,0.7,0.2928863080931426,19718
0.1,-0.0,-0.1,0.2,0.2,0.2,29.694,30.257,31.45,0.3,-0.0,-0.7,1.5,-0.2,-3.6,0.1,-0.0,-0.1,0.2,65.9,0.0443454534,28.604,28.53,28.53,30.585,31.645,34.15,29.95,30.34,31.16,0.1207457841878982,4896
0.1,-0.0,-0.1,0.2,0.2,0.2,29.767,30.253,31.42,0.3,-0.0,-0.7,1.5,-0.3,-3.5,0.1,-0.0,-0.1,0.2,66.3,0.0284727272,28.641,28.53,28.53,30.645,31.645,34.1,30.0,30.34,31.15,0.11624324958144719,4896
-0.0,-0.0,-0.0,0.2,0.2,0.2,28.886,28.639,28.96,-0.1,-0.0,-0.2,-0.4,-0.2,-1.2,-0.0,-0.0,-0.0,-0.1,39.4,0.5908651948,28.144,27.48,27.478,30.179,30.179,30.59,28.71,28.78,29.01,0.12871764242574238,35276
-0.0,-0.0,-0.0,0.2,0.2,0.2,28.903,28.642,28.97,-0.1,-0.0,-0.2,-0.4,-0.2,-1.3,-0.0,-0.0,-0.0,-0.1,39.1,0.6111534238,28.217,27.48,27.478,30.179,30.179,30.59,28.76,28.79,29.02,0.1221679517497218,35276
0.0,0.1,-0.0,0.1,0.2,0.2,268.352,257.221,260.42,0.2,0.3,-0.1,5.2,14.0,-5.4,0.0,0.1,-0.0,2.9,59.7,-0.226727277,262.65,235.45,235.45,271.922,271.922,282.18,267.7,262.09,263.0,0.01947989057664829,37498
0.0,0.1,-0.0,0.1,0.2,0.2,268.104,256.999,260.46,0.2,0.3,-0.1,7.0,14.8,-6.9,0.0,0.1,-0.0,3.0,61.4,0.0207272731,262.65,235.45,235.45,271.586,271.586,282.39,267.38,261.8,262.87,0.001507063344075682,37498
0.1,0.1,-0.0,0.1,0.2,0.2,119.845,116.301,119.22,0.6,0.3,-0.1,8.0,6.4,-1.2,0.1,0.1,-0.0,2.1,82.0,-1.1888182163,116.61,107.22,107.22,124.484,124.484,126.9,119.99,117.89,118.51,0.05297919642028802,40467
0.1,0.1,-0.0,0.1,0.2,0.2,120.209,116.416,119.22,0.6,0.4,-0.0,7.6,7.2,-0.5,0.1,0.1,-0.0,2.2,83.2,-1.3522727489,116.996,107.22,107.22,124.998,124.998,126.9,120.44,118.12,118.62,0.03837338949849244,40467
0.0,-0.1,-0.1,0.0,0.2,0.1,0.57,0.608,0.63,0.0,-0.6,-1.0,0.0,-0.1,-0.1,0.0,-0.1,-0.1,-0.0,0.0,-0.0,0.57,0.57,0.57,0.57,0.64,0.67,0.58,0.6,0.62,0.25234567901234567,10926
0.0,-0.1,-0.1,0.0,0.2,0.1,0.57,0.607,0.63,0.0,-0.6,-1.0,0.0,-0.1,-0.1,0.0,-0.1,-0.1,-0.0,0.0,-0.0,0.57,0.57,0.57,0.57,0.64,0.67,0.57,0.6,0.61,0.25234567901234567,10926
0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,-0.31063829787234,14443
0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,-0.31063829787234,14443
-0.0,0.1,0.1,0.2,0.1,0.2,88.045,88.245,85.61,-0.1,0.4,0.6,-1.1,5.0,10.4,-0.0,0.1,0.1,-0.2,69.0,-0.5318182111,86.28,84.23,78.908,90.612,91.8,91.8,88.28,87.79,86.56,0.08809165924717444,1563
-0.0,0.1,0.1,0.2,0.1,0.2,88.021,88.324,85.7,-0.0,0.4,0.6,-0.5,5.0,10.2,-0.0,0.1,0.1,-0.0,66.9,-0.8107272983,86.28,84.24,79.232,90.504,91.8,91.8,88.41,87.84,86.61,0.1001069759193206,1563
0.1,0.2,0.2,0.2,0.2,0.2,23.631,22.296,21.28,0.5,0.9,0.9,1.9,3.8,4.3,0.1,0.2,0.2,0.5,61.8,-0.1030669287,22.616,19.9,18.567,24.747,24.747,24.75,23.61,22.59,22.04,0.23162588349770816,44410
0.1,0.2,0.2,0.2,0.2,0.2,23.64,22.3,21.28,0.5,1.0,1.0,1.9,3.7,4.3,0.1,0.2,0.2,0.5,62.0,-0.0693636388,22.598,19.99,18.59,24.75,24.75,24.75,23.62,22.59,22.04,0.22249964240205858,44410
0.0,-0.0,-0.0,0.1,0.1,0.1,62.304,63.043,63.52,0.0,-0.4,-0.1,0.1,-1.4,-0.2,0.0,-0.0,-0.0,-0.1,51.4,0.437505722,61.806,61.76,61.762,63.072,64.512,65.7,62.3,62.82,63.21,0.035242535271492945,42369
0.0,-0.0,-0.0,0.1,0.1,0.1,62.305,63.021,63.52,0.0,-0.4,-0.1,0.0,-1.4,-0.2,0.0,-0.0,-0.0,-0.1,52.2,0.3641028702,61.817,61.76,61.762,63.072,64.512,65.7,62.3,62.8,63.19,0.034022936328976745,42369
0.0,0.1,0.1,0.0,0.1,0.1,12.793,12.505,12.38,0.2,0.9,0.7,0.1,0.8,0.7,0.0,0.1,0.1,0.1,60.3,-0.0453637913,12.701,11.94,11.937,12.901,12.901,12.9,12.79,12.59,12.45,0.06669474826009311,53657
0.0,0.1,0.1,0.1,0.1,0.1,12.808,12.532,12.39,0.2,1.0,0.7,0.2,0.9,0.7,0.0,0.1,0.1,0.1,60.6,-0.0058967839,12.701,11.94,11.937,12.921,12.921,12.92,12.81,12.61,12.47,0.06602032949115107,53657
-0.0,-0.3,-0.0,0.8,0.6,0.5,1.138,1.256,1.35,-0.0,-0.5,-0.0,-0.0,-0.4,-0.0,-0.0,-0.3,-0.0,-0.0,50.7,0.0538545437,1.023,1.02,1.023,1.22,1.544,1.62,1.13,1.23,1.25,0.14470379504666991,19792
-0.1,-0.2,-0.1,0.8,0.6,0.5,1.128,1.231,1.34,-0.1,-0.4,-0.2,-0.1,-0.4,-0.1,-0.1,-0.2,-0.1,-0.0,50.3,-0.0139090912,1.023,1.02,1.023,1.22,1.465,1.62,1.13,1.22,1.24,0.1671716063374678,19792
-0.1,0.0,-0.3,0.7,0.6,0.6,28.883,27.605,29.28,-0.1,0.1,-0.5,-2.3,0.8,-12.6,-0.1,0.0,-0.3,-0.2,29.9,0.11506892,24.672,23.23,23.228,32.014,32.014,39.89,28.67,28.44,28.58,0.23166110382245408,52035
-0.1,0.0,-0.3,0.8,0.7,0.6,28.722,27.609,29.18,-0.2,0.0,-0.6,-3.4,0.2,-13.2,-0.1,0.0,-0.3,-0.5,29.1,0.1825284064,23.865,23.23,23.228,32.014,32.014,39.89,28.33,28.32,28.52,0.27209109517905944,52035
0.0,0.0,0.0,0.1,0.1,0.1,2.796,2.796,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8,-0.0123636359,2.76,2.7,2.7,2.8,2.8,2.8,2.8,2.79,2.79,1.8808484181885007e-17,20415
0.0,0.0,0.0,0.1,0.1,0.1,2.796,2.796,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8,-0.0123636359,2.76,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.79,1.8808484181885007e-17,20415
0.0,-0.3,-0.5,0.2,0.6,0.6,0.053,0.063,0.08,0.2,-0.5,-0.8,0.0,-0.0,-0.1,0.0,-0.3,-0.5,-0.0,62.7,-0.0005,0.052,0.05,0.052,0.055,0.085,0.12,0.05,0.06,0.07,0.10091115970375557,11667
0.0,-0.2,-0.4,0.6,0.6,0.6,0.07,0.082,0.1,0.1,-0.4,-0.7,0.0,-0.0,-0.1,0.0,-0.2,-0.4,-0.0,62.5,-0.0019345455,0.064,0.06,0.063,0.077,0.104,0.14,0.07,0.08,0.09,0.22967879346066428,11667
-0.1,-0.3,-0.4,0.5,0.6,0.6,6.732,7.482,8.79,-0.3,-0.5,-0.7,-0.9,-2.4,-4.4,-0.1,-0.3,-0.4,-0.3,34.9,0.150770992,5.813,5.81,5.813,7.261,9.181,13.02,6.65,7.45,8.33,0.5795689881254312,47281
-0.1,-0.2,-0.4,0.4,0.6,0.6,6.859,7.592,8.9,-0.2,-0.4,-0.7,-0.6,-2.1,-4.2,-0.1,-0.2,-0.4,-0.3,35.4,0.2421180904,6.144,6.13,6.127,7.261,9.181,13.02,6.83,7.58,8.44,0.45317137324702206,47281
0.0,-0.0,-0.0,0.0,0.0,0.0,8.545,8.567,8.61,0.2,-0.3,-0.5,0.0,-0.1,-0.1,0.0,-0.0,-0.0,0.0,68.9,-0.0065681818,8.52,8.52,8.52,8.57,8.625,8.68,8.55,8.57,8.6,0.042696031043824,54025
0.0,-0.0,-0.0,0.0,0.0,0.0,8.543,8.568,8.61,0.2,-0.3,-0.5,0.0,-0.1,-0.1,0.0,-0.0,-0.0,0.0,68.9,-0.0051818183,8.52,8.52,8.52,8.57,8.628,8.68,8.55,8.57,8.6,0.042325168205856405,54025
-0.1,0.0,0.1,0.3,0.4,0.3,23.385,23.487,21.96,-0.2,0.1,0.2,-1.6,0.6,1.2,-0.1,0.0,0.1,-0.5,20.6,1.2917454243,21.586,20.43,19.405,25.14,25.23,25.23,23.08,23.04,22.31,0.07263998231742148,4039
